1648483969.0240626,43.51400666666667,-83.95788383333333,0.061
1648483969.0449605,43.51400683333333,-83.957884,0.116
1648483969.057931,43.51400683333333,-83.957884,0.084
1648483970.1315448,43.514007,-83.95788416666667,0.011
1648483970.1864476,43.514007166666666,-83.9578845,0.063
1648483970.2003908,43.514007166666666,-83.95788483333334,0.012
1648483971.3191342,43.514007,-83.95788566666667,0.097
1648483971.3310394,43.514007,-83.957886,0.004
1648483971.3446364,43.514007,-83.957886,0.043
1648483972.4289603,43.51400733333333,-83.95788633333333,0.089
1648483972.4769614,43.5140075,-83.95788666666667,0.06
1648483972.4896994,43.514007666666664,-83.95788666666667,0.141
1648483973.56966,43.51400816666666,-83.95788716666667,0.027
1648483973.617801,43.5140085,-83.95788733333333,0.11
1648483973.6300228,43.51400833333334,-83.95788716666667,0.101
1648483974.710149,43.514004666666665,-83.95788666666667,1.86
1648483974.7585824,43.51400233333333,-83.95788666666667,2.49
1648483974.771105,43.51399983333334,0.0,
1648483975.8190243,43.51399133333334,-83.95788683333333,3.376
1648483975.8306198,43.513988166666664,-83.95788666666667,3.516
1648483975.8429487,43.513984666666666,-83.95788666666667,3.719
1648483976.928586,43.51397,-83.95788616666667,4.155
1648483976.9701562,43.51396616666667,-83.957886,4.259
1648483976.9824133,43.5139625,-83.95788583333334,4.218
1648483978.0379949,43.513951,-83.95788366666666,4.506
1648483978.049773,43.51394716666667,-83.9578825,4.427
1648483978.0630853,43.51394333333333,-83.95788116666667,4.429
1648483979.1475394,43.513928666666665,-83.95787416666667,4.464
1648483979.203375,43.513925,-83.95787166666666,4.593
1648483979.2168903,43.51392166666667,-83.957869,4.573
1648483980.318972,43.513908666666666,-83.957856,4.572
1648483980.350659,43.513905333333334,-83.957852,4.812
1648483980.363406,0.0,0.0,
1648483981.4440143,43.513894,-83.957835,4.671
1648483981.479157,43.513891666666666,-83.95783016666667,4.662
1648483981.492747,43.5138895,-83.957825,4.751
1648483982.5851653,43.51388266666667,-83.95780433333333,4.475
1648483982.5970893,43.513881,-83.95779866666666,4.622
1648483982.6103723,43.5138795,-83.9577935,4.512
1648483983.7103434,43.513874666666666,-83.9577725,4.416
1648483983.7232308,43.51387366666667,-83.95776683333334,4.497
1648483983.734649,0.0,0.0,
1648483984.8353238,43.513872166666665,-83.95774433333334,4.53
1648483984.8475223,43.51387183333333,-83.95773866666667,4.536
1648483984.8584917,43.51387183333333,-83.95773333333334,4.493
1648483985.929566,43.51387116666667,-83.95771183333333,4.435
1648483985.9706573,43.513871333333334,-83.95770716666667,4.453
1648483985.983619,43.5138715,-83.95770233333333,4.498
1648483987.0693297,43.513873,-83.957684,4.414
1648483987.0921044,43.5138735,-83.95767933333333,4.38
1648483988.178649,43.513874666666666,-83.95765933333334,4.347
1648483988.1971004,43.51387483333333,-83.957654,4.432
1648483988.2087207,43.513875,-83.9576485,4.348
1648483989.3198195,43.51387616666667,-83.95762716666667,4.343
1648483989.3317895,43.51387666666667,-83.95762183333333,4.375
1648483989.343866,43.513876833333335,-83.95761633333333,4.0
1648483990.413447,43.51387883333334,-83.9575995,4.504
1648483990.4809678,43.51388,-83.95759416666667,4.435
1648483990.4919384,43.5138815,-83.95758916666666,4.274
1648483991.5845718,43.51388816666667,-83.9575695,4.009
1648483991.610038,43.51389066666667,-83.95756566666667,3.875
1648483991.6210093,43.513893,-83.95756183333333,3.891
1648483992.7255826,43.513906166666665,-83.957548,4.071
1648483992.748898,43.51390983333334,-83.95754483333333,4.265
1648483992.7606585,43.5139135,-83.957542,4.162
1648483993.819991,43.51392533333333,-83.95753566666667,4.173
1648483993.8929467,43.5139295,-83.95753416666666,4.344
1648483993.906578,43.51393366666667,-83.95753266666667,4.188
1648483994.991485,43.51395216666667,-83.957531,4.531
1648483995.0397146,43.51395683333333,-83.95753066666667,4.703
1648483995.0520954,43.51396116666667,-83.95753033333334,4.625
1648483996.1480014,43.5139785,-83.9575305,4.339
1648483996.1802258,43.51398283333333,-83.95753066666667,4.379
1648483996.192679,43.513987,-83.95753066666667,4.407
1648483997.2885897,43.5140035,-83.957532,4.236
1648483997.329284,43.514007666666664,-83.95753233333333,4.228
1648483998.4130275,43.51402366666667,-83.95753333333333,4.011
1648483998.4588642,43.514027666666664,-83.95753366666666,4.162
1648483998.4738555,43.51403166666667,-83.957534,4.031
1648483999.56949,43.51404766666667,-83.95753583333334,3.98
1648483999.6033142,43.51405166666667,-83.95753666666667,3.934
1648483999.6146855,43.5140555,-83.95753833333333,3.995
1648484000.7255673,43.51407066666667,-83.957545,3.83
1648484000.7375917,43.514073833333335,-83.95754683333334,3.931
1648484001.8503227,43.514086,-83.9575565,4.126
1648484001.875213,43.514089,-83.95756,4.159
1648484001.887077,43.514092166666664,-83.95756366666667,4.075
