1648484002.9600136,43.514102,-83.95758166666667,4.441
1648484003.0095258,43.51410466666667,-83.95758666666667,4.533
1648484003.0214946,43.5141065,-83.95759216666667,4.521
1648484004.132011,43.51411233333334,-83.95761483333334,4.677
1648484004.157513,43.51411316666667,-83.95762083333334,4.724
1648484004.1684833,0.0,0.0,
1648484005.2563958,43.514116,-83.95764633333333,5.096
1648484005.303048,43.5141165,-83.9576525,4.985
1648484005.3145764,43.5141165,-83.9576585,4.814
1648484006.3981364,43.514117,-83.95768283333334,4.73
1648484006.4560785,43.514117,-83.95768916666667,4.768
1648484006.4707787,43.514117166666665,-83.95769533333333,4.702
1648484007.569022,43.51411866666667,-83.95772133333334,4.897
1648484007.6030245,43.514118833333335,-83.95772766666667,4.801
1648484007.6149926,43.514119,-83.95773366666667,4.811
1648484008.7260094,43.51411933333333,-83.95775983333333,5.013
1648484008.7496676,43.51411933333333,-83.9577665,5.081
1648484009.8347902,43.51412,-83.95779316666666,5.057
1648484009.8758144,43.51412033333333,-83.95780016666667,5.235
1648484009.8878722,43.5141205,-83.95780716666667,5.341
1648484010.9914107,43.5141205,-83.95783483333334,5.312
1648484011.0168715,43.514120166666665,-83.957842,5.384
1648484011.028668,43.51411983333333,-83.95784916666666,5.445
1648484012.1160085,43.514116,-83.95787816666666,5.471
1648484012.166971,43.51411433333333,-83.957885,5.477
1648484013.2410083,43.51410383333333,-83.9579105,5.702
1648484013.2972875,43.51410033333333,-83.95791583333333,5.499
1648484013.3090456,43.514096333333335,-83.95792033333333,5.458
1648484014.3974206,43.51407783333333,-83.9579325,5.35
1648484014.4304163,43.51407283333333,-83.957934,5.33
1648484014.4433818,43.514068,-83.95793483333334,5.279
1648484015.5385752,43.51405033333333,-83.9579335,4.599
1648484015.5727174,43.514046,-83.95793283333333,4.583
1648484015.5836895,43.51404216666667,-83.95793216666667,4.082
1648484016.6480126,43.51403216666667,-83.95793133333333,3.286
1648484016.7136812,43.5140295,-83.957931,2.903
1648484016.7249355,43.514027166666665,-83.95793066666667,2.617
1648484017.819406,43.514023333333334,-83.9579305,0.598
1648484017.8590953,43.514023333333334,-83.9579305,0.081
1648484017.8708215,43.514023333333334,-83.95793016666667,0.104
1648484018.9600384,43.51402316666667,-83.95792983333334,0.019
1648484018.9953232,43.51402316666667,-83.95792966666667,0.137
1648484019.0075145,43.51402316666667,-83.9579295,0.009
